-6.500000000000000000e+01 -4.900000000000000000e+01 -5.600000000000000000e+01 -6.600000000000000000e+01 -5.100000000000000000e+01 6.119152542787970361e+01 4.237686493234474483e+01
-6.500000000000000000e+01 -5.300000000000000000e+01 -5.300000000000000000e+01 -6.000000000000000000e+01 -5.100000000000000000e+01 6.135181473384535877e+01 4.453819412959473567e+01
-6.200000000000000000e+01 -5.200000000000000000e+01 -5.700000000000000000e+01 -5.500000000000000000e+01 -6.300000000000000000e+01 6.122168687179885183e+01 4.954028264086618094e+01
-6.600000000000000000e+01 -5.800000000000000000e+01 -6.200000000000000000e+01 -5.500000000000000000e+01 -7.300000000000000000e+01 6.128785275352339568e+01 5.339706227810395944e+01
-8.100000000000000000e+01 -6.900000000000000000e+01 -9.300000000000000000e+01 -6.300000000000000000e+01 -9.300000000000000000e+01 6.225243283613873757e+01 5.953054980302022159e+01
-8.700000000000000000e+01 -7.500000000000000000e+01 -9.300000000000000000e+01 -6.300000000000000000e+01 -7.400000000000000000e+01 6.140442825409295580e+01 6.012053991117358720e+01
-9.300000000000000000e+01 -7.100000000000000000e+01 -7.500000000000000000e+01 -6.200000000000000000e+01 -7.500000000000000000e+01 5.989025912272064289e+01 6.119650630489621079e+01
-9.300000000000000000e+01 -7.600000000000000000e+01 -7.500000000000000000e+01 -7.000000000000000000e+01 -9.300000000000000000e+01 5.867799176000781358e+01 5.266564207816134768e+01
-9.000000000000000000e+01 -9.300000000000000000e+01 -7.600000000000000000e+01 -7.300000000000000000e+01 -8.800000000000000000e+01 6.583313143802861589e+01 4.710266006224402702e+01
-5.100000000000000000e+01 -7.400000000000000000e+01 -8.200000000000000000e+01 -8.200000000000000000e+01 -7.600000000000000000e+01 5.247868053927625454e+01 5.404038823958658355e+01
-4.700000000000000000e+01 -6.800000000000000000e+01 -7.700000000000000000e+01 -8.200000000000000000e+01 -6.900000000000000000e+01 5.258764107900142903e+01 4.858097411044554548e+01
-4.700000000000000000e+01 -6.200000000000000000e+01 -7.600000000000000000e+01 -8.000000000000000000e+01 -6.300000000000000000e+01 5.565238673686738480e+01 4.804718505356091640e+01
-5.500000000000000000e+01 -5.300000000000000000e+01 -6.600000000000000000e+01 -7.900000000000000000e+01 -6.900000000000000000e+01 5.743054043800751884e+01 4.842522112625658082e+01
-5.900000000000000000e+01 -5.800000000000000000e+01 -9.300000000000000000e+01 -7.300000000000000000e+01 -5.800000000000000000e+01 6.060342117170069542e+01 4.851240333238112612e+01
-9.300000000000000000e+01 -9.300000000000000000e+01 -8.100000000000000000e+01 -7.000000000000000000e+01 -9.300000000000000000e+01 6.322154582579410942e+01 4.128678312860641597e+01
-8.700000000000000000e+01 -7.000000000000000000e+01 -9.300000000000000000e+01 -9.300000000000000000e+01 -9.300000000000000000e+01 5.478312778518714765e+01 3.698929003657637793e+01
-9.300000000000000000e+01 -9.300000000000000000e+01 -8.100000000000000000e+01 -9.300000000000000000e+01 -9.300000000000000000e+01 6.179833358296961876e+01 3.484916931657944872e+01
-8.900000000000000000e+01 -7.700000000000000000e+01 -7.800000000000000000e+01 -9.300000000000000000e+01 -9.300000000000000000e+01 5.561024702335966907e+01 4.077519720826938965e+01
-8.600000000000000000e+01 -9.300000000000000000e+01 -8.700000000000000000e+01 -9.300000000000000000e+01 -9.300000000000000000e+01 6.168810774687041487e+01 3.422582147432023447e+01
-9.300000000000000000e+01 -9.300000000000000000e+01 -8.900000000000000000e+01 -9.300000000000000000e+01 -9.300000000000000000e+01 6.206606039320196544e+01 3.414654454091282076e+01
-9.300000000000000000e+01 -6.600000000000000000e+01 -5.600000000000000000e+01 -9.300000000000000000e+01 -4.400000000000000000e+01 5.343857360856028293e+01 4.834277402468538298e+01
-9.300000000000000000e+01 -6.700000000000000000e+01 -9.300000000000000000e+01 -9.300000000000000000e+01 -6.000000000000000000e+01 4.764591952790462415e+01 5.401004792000356503e+01
-9.300000000000000000e+01 -7.400000000000000000e+01 -8.200000000000000000e+01 -7.800000000000000000e+01 -6.600000000000000000e+01 5.251507403002599261e+01 5.550052810783646606e+01
-9.300000000000000000e+01 -9.300000000000000000e+01 -9.300000000000000000e+01 -9.300000000000000000e+01 -9.300000000000000000e+01 6.193381524774999036e+01 3.404311360703815836e+01
-5.800000000000000000e+01 -5.600000000000000000e+01 -6.600000000000000000e+01 -7.100000000000000000e+01 -5.500000000000000000e+01 5.894216921234719564e+01 4.678863119695979123e+01
-5.800000000000000000e+01 -5.600000000000000000e+01 -6.900000000000000000e+01 -8.800000000000000000e+01 -6.400000000000000000e+01 5.689465513700847055e+01 4.707938512105450002e+01
-5.500000000000000000e+01 -6.100000000000000000e+01 -6.800000000000000000e+01 -8.200000000000000000e+01 -7.400000000000000000e+01 5.699131998168036262e+01 5.016207345039113363e+01
-4.700000000000000000e+01 -6.700000000000000000e+01 -7.300000000000000000e+01 -8.800000000000000000e+01 -7.300000000000000000e+01 5.423333806994496342e+01 5.022386596166482065e+01
-4.600000000000000000e+01 -7.200000000000000000e+01 -7.700000000000000000e+01 -9.300000000000000000e+01 -7.800000000000000000e+01 5.059773762525257013e+01 5.156795018832484345e+01
-9.300000000000000000e+01 -7.200000000000000000e+01 -7.700000000000000000e+01 -9.300000000000000000e+01 -6.700000000000000000e+01 5.092334221270350980e+01 5.241159203107684306e+01
-9.300000000000000000e+01 -7.700000000000000000e+01 -6.800000000000000000e+01 -7.700000000000000000e+01 -6.300000000000000000e+01 5.471109266779767921e+01 5.462633128976998620e+01
-7.500000000000000000e+01 -5.900000000000000000e+01 -6.700000000000000000e+01 -7.200000000000000000e+01 -5.500000000000000000e+01 5.869354839095408494e+01 4.740247737515323934e+01
-9.300000000000000000e+01 -7.500000000000000000e+01 -9.300000000000000000e+01 -7.200000000000000000e+01 -8.100000000000000000e+01 5.596925442768441172e+01 6.078887233873156504e+01
-9.300000000000000000e+01 -7.200000000000000000e+01 -7.700000000000000000e+01 -7.000000000000000000e+01 -7.700000000000000000e+01 5.702164266145544502e+01 5.780811588290298175e+01
-9.300000000000000000e+01 -7.500000000000000000e+01 -6.600000000000000000e+01 -6.400000000000000000e+01 -7.100000000000000000e+01 5.799635101320215114e+01 5.618221715925908910e+01
-7.300000000000000000e+01 -7.300000000000000000e+01 -6.400000000000000000e+01 -5.200000000000000000e+01 -7.200000000000000000e+01 6.123069608399673314e+01 5.384602919836842005e+01
-7.000000000000000000e+01 -6.000000000000000000e+01 -5.600000000000000000e+01 -5.100000000000000000e+01 -6.700000000000000000e+01 6.248963766858210533e+01 5.015124233489669336e+01
-6.500000000000000000e+01 -5.600000000000000000e+01 -5.900000000000000000e+01 -5.800000000000000000e+01 -5.600000000000000000e+01 6.135875382790912624e+01 4.720085247380471571e+01
-6.900000000000000000e+01 -5.700000000000000000e+01 -5.200000000000000000e+01 -6.200000000000000000e+01 -5.900000000000000000e+01 6.231106825743331967e+01 4.746376942104080854e+01
-6.600000000000000000e+01 -5.900000000000000000e+01 -6.600000000000000000e+01 -6.300000000000000000e+01 -5.500000000000000000e+01 6.027042800795799593e+01 4.704719918180395410e+01
-8.000000000000000000e+01 -6.700000000000000000e+01 -7.100000000000000000e+01 -7.600000000000000000e+01 -5.500000000000000000e+01 5.717350208893062558e+01 5.110852305816746366e+01
-9.300000000000000000e+01 -6.700000000000000000e+01 -7.100000000000000000e+01 -7.400000000000000000e+01 -6.100000000000000000e+01 5.565075490861335084e+01 5.304548061670570291e+01
-9.300000000000000000e+01 -7.300000000000000000e+01 -7.500000000000000000e+01 -9.300000000000000000e+01 -6.900000000000000000e+01 5.103518356184299165e+01 5.152012219417600392e+01
-6.100000000000000000e+01 -5.100000000000000000e+01 -9.300000000000000000e+01 -7.800000000000000000e+01 -7.600000000000000000e+01 6.133059634001590155e+01 5.146705389799141273e+01
-6.100000000000000000e+01 -5.100000000000000000e+01 -6.100000000000000000e+01 -7.700000000000000000e+01 -7.600000000000000000e+01 6.032827214039139818e+01 4.890979437223327864e+01
-5.900000000000000000e+01 -5.100000000000000000e+01 -5.700000000000000000e+01 -7.400000000000000000e+01 -7.600000000000000000e+01 6.101122914072131209e+01 4.854098033613780672e+01
-5.900000000000000000e+01 -5.100000000000000000e+01 -5.500000000000000000e+01 -7.300000000000000000e+01 -7.600000000000000000e+01 6.106866575531448404e+01 4.851353789055432486e+01
-5.200000000000000000e+01 -7.100000000000000000e+01 -8.100000000000000000e+01 -9.300000000000000000e+01 -7.700000000000000000e+01 5.094192240753971390e+01 5.273311576555786218e+01
-4.300000000000000000e+01 -7.200000000000000000e+01 -9.300000000000000000e+01 -9.300000000000000000e+01 -6.500000000000000000e+01 4.976395495750865194e+01 4.993634985579722496e+01
-4.700000000000000000e+01 -5.800000000000000000e+01 -6.600000000000000000e+01 -7.700000000000000000e+01 -6.000000000000000000e+01 5.773913070118485535e+01 4.750521066023031125e+01
